"Probe_ID","Paper_DML","DeltaBeta_Heavy_minus_Light","Direction","Chromosome","Position"
"cg32961844_TC21","Obese_UP",0.0507793152171697,"Higher_methylation_in_Heavy","chr14",118826518
"cg32964542_TC21","Obese_UP",0.0516784758469509,"Higher_methylation_in_Heavy","chr14",119018854
"cg32973585_TC11","Obese_UP",0.0542195253657401,"Higher_methylation_in_Heavy","chr14",120061169
"cg32989837_BC11","Obese_UP",0.0537909832295474,"Higher_methylation_in_Heavy","chr14",121446808
"cg33031167_TC21","Lean_UP",-0.0720528182879091,"Higher_methylation_in_Light","chr15",5865931
"cg33070797_BC21","Obese_UP",0.0504986191917538,"Higher_methylation_in_Heavy","chr15",10665889
"cg33087094_TC11","Obese_UP",0.0516856145791619,"Higher_methylation_in_Heavy","chr15",12429802
"cg33093981_TC21","Lean_UP",-0.0503162483855851,"Higher_methylation_in_Light","chr15",12962433
"cg33155419_BC11","Obese_UP",0.0503950835687284,"Higher_methylation_in_Heavy","chr15",25377466
"cg33158077_BC21","Obese_UP",0.0514359492247066,"Higher_methylation_in_Heavy","chr15",25615657
"cg33158288_TC11","Obese_UP",0.0510302797187767,"Higher_methylation_in_Heavy","chr15",25624580
"cg33159692_BC11","Obese_UP",0.0514704849977516,"Higher_methylation_in_Heavy","chr15",25724522
"cg33181253_BC21","Obese_UP",0.0507172697058617,"Higher_methylation_in_Heavy","chr15",27995732
"cg33230257_BC11","Obese_UP",0.0678507523701971,"Higher_methylation_in_Heavy","chr15",35302657
"cg33246989_BC11","Obese_UP",0.0531390057500992,"Higher_methylation_in_Heavy","chr15",37175216
"cg33283313_TC21","Lean_UP",-0.112548448107909,"Higher_methylation_in_Light","chr15",41832729
"cg33324698_BC11","Obese_UP",0.064872296475322,"Higher_methylation_in_Heavy","chr15",50887977
"cg33338437_BC21","Lean_UP",-0.0608539778816873,"Higher_methylation_in_Light","chr15",52907430
"cg33355112_TC21","Lean_UP",-0.0516669682397383,"Higher_methylation_in_Light","chr15",55258745
"cg33368447_TC21","Obese_UP",0.0500900213213008,"Higher_methylation_in_Heavy","chr15",57468885
"cg33386104_BC21","Obese_UP",0.0598889987494959,"Higher_methylation_in_Heavy","chr15",59067856
"cg33397936_TC11","Lean_UP",-0.0651071816488898,"Higher_methylation_in_Light","chr15",60468513
"cg33449414_TC21","Lean_UP",-0.0599861669862392,"Higher_methylation_in_Light","chr15",68930289
"cg33469134_BC21","Obese_UP",0.0884504058378882,"Higher_methylation_in_Heavy","chr15",72809438
"cg33469135_BC21","Obese_UP",0.059503688252949,"Higher_methylation_in_Heavy","chr15",72809481
"cg33469136_BC11","Obese_UP",0.113665458563861,"Higher_methylation_in_Heavy","chr15",72809502
"cg33469137_BC21","Obese_UP",0.102793847646421,"Higher_methylation_in_Heavy","chr15",72809518
"cg33469142_BC11","Obese_UP",0.0783433672266852,"Higher_methylation_in_Heavy","chr15",72809596
"cg33469144_BC11","Obese_UP",0.0749945266928461,"Higher_methylation_in_Heavy","chr15",72809612
"cg33469160_BC11","Obese_UP",0.0948676492811132,"Higher_methylation_in_Heavy","chr15",72809821
"cg33469165_TC11","Obese_UP",0.0659261352089775,"Higher_methylation_in_Heavy","chr15",72809940
"cg33469202_TC21","Obese_UP",0.06663713421095,"Higher_methylation_in_Heavy","chr15",72810690
"cg33469203_BC11","Obese_UP",0.0607383352822685,"Higher_methylation_in_Heavy","chr15",72810705
"cg33511331_TC11","Obese_UP",0.0635222270114943,"Higher_methylation_in_Heavy","chr15",76457326
"cg33511338_TC21","Obese_UP",0.0596471359187275,"Higher_methylation_in_Heavy","chr15",76457447
"cg33525645_TC11","Lean_UP",-0.0502849894315922,"Higher_methylation_in_Light","chr15",77643561
"cg33526346_BC11","Obese_UP",0.0533341594001727,"Higher_methylation_in_Heavy","chr15",77747951
"cg33543664_BC21","Lean_UP",-0.0538693640918508,"Higher_methylation_in_Light","chr15",78955293
"cg33595187_TC11","Obese_UP",0.0536977880940041,"Higher_methylation_in_Heavy","chr15",82963122
"cg33624030_BC21","Lean_UP",-0.05694294659609,"Higher_methylation_in_Light","chr15",85116884
"cg33630872_TC21","Lean_UP",-0.0502892920574723,"Higher_methylation_in_Light","chr15",85657892
"cg33631066_TC21","Lean_UP",-0.0578782675794929,"Higher_methylation_in_Light","chr15",85668690
"cg33631078_TC11","Obese_UP",0.0690388513296854,"Higher_methylation_in_Heavy","chr15",85669651
"cg33706546_BC11","Obese_UP",0.0586590611722665,"Higher_methylation_in_Heavy","chr15",92997856
"cg33759417_TC21","Obese_UP",0.0625752231916254,"Higher_methylation_in_Heavy","chr15",97374717
"cg33765833_BC11","Obese_UP",0.0516189067986767,"Higher_methylation_in_Heavy","chr15",97813059
"cg33810442_TC21","Obese_UP",0.0579425519866508,"Higher_methylation_in_Heavy","chr15",100768802
"cg33823732_BC11","Obese_UP",0.103974988329603,"Higher_methylation_in_Heavy","chr15",101712888
"cg33841865_BC11","Obese_UP",0.0513664469653738,"Higher_methylation_in_Heavy","chr15",103170233
"cg33854820_BC21","Obese_UP",0.0524735577745516,"Higher_methylation_in_Heavy","chr16",4128321
"cg33855490_BC11","Obese_UP",0.0503649810334042,"Higher_methylation_in_Heavy","chr16",4214658
"cg33856786_TC11","Obese_UP",0.0543082130009571,"Higher_methylation_in_Heavy","chr16",4372289
"cg33882890_BC11","Obese_UP",0.0562497741034396,"Higher_methylation_in_Heavy","chr16",7658378
"cg33995097_TC21","Obese_UP",0.0514986650341914,"Higher_methylation_in_Heavy","chr16",21620011
"cg34005163_TC21","Lean_UP",-0.0937508984516803,"Higher_methylation_in_Light","chr16",22528209
"cg34026465_BC21","Obese_UP",0.0545061271054908,"Higher_methylation_in_Heavy","chr16",24952172
"cg34049646_BC21","Obese_UP",0.0644683022549571,"Higher_methylation_in_Heavy","chr16",28879970
"cg34069151_BC11","Obese_UP",0.0542072477682126,"Higher_methylation_in_Heavy","chr16",30740215
"cg34121793_BC21","Lean_UP",-0.0698735729481916,"Higher_methylation_in_Light","chr16",35573390
"cg34122238_TC21","Obese_UP",0.0514038156885276,"Higher_methylation_in_Heavy","chr16",35612510
"cg34177095_TC11","Lean_UP",-0.051869323382711,"Higher_methylation_in_Light","chr16",43363074
"cg34207022_TC21","Obese_UP",0.0535049073593096,"Higher_methylation_in_Heavy","chr16",47570226
"cg34220803_BC21","Obese_UP",0.0510875891660833,"Higher_methylation_in_Heavy","chr16",49839160
"cg34261681_TC21","Obese_UP",0.0621369102015646,"Higher_methylation_in_Heavy","chr16",56524375
"cg34278063_TC21","Lean_UP",-0.0566078125742085,"Higher_methylation_in_Light","chr16",58726225
"cg34353848_BC21","Obese_UP",0.0502828189347683,"Higher_methylation_in_Heavy","chr16",72811645
"cg34467988_TC21","Obese_UP",0.0567965657176216,"Higher_methylation_in_Heavy","chr16",90064137
"cg34471889_TC21","Obese_UP",0.0715121895246468,"Higher_methylation_in_Heavy","chr16",90329410
"cg34479133_BC21","Obese_UP",0.0525873728690251,"Higher_methylation_in_Heavy","chr16",90846782
"cg34504321_BC11","Obese_UP",0.0594243491948764,"Higher_methylation_in_Heavy","chr16",92605834
"cg34504409_TC11","Obese_UP",0.0606142108084847,"Higher_methylation_in_Heavy","chr16",92609895
"cg34563495_BC21","Obese_UP",0.0552983657469041,"Higher_methylation_in_Heavy","chr17",3283046
"cg34565166_TC21","Obese_UP",0.051191144166998,"Higher_methylation_in_Heavy","chr17",3453364
"cg34575170_BC11","Obese_UP",0.0549809751132894,"Higher_methylation_in_Heavy","chr17",4892769
"cg34589798_TC21","Obese_UP",0.056988621757873,"Higher_methylation_in_Heavy","chr17",6051023
"cg34606886_TC21","Obese_UP",0.0531527596946063,"Higher_methylation_in_Heavy","chr17",7644711
"cg34656177_BC11","Obese_UP",0.0543526387994693,"Higher_methylation_in_Heavy","chr17",13007357
"cg34725972_TC21","Lean_UP",-0.0546279867176268,"Higher_methylation_in_Light","chr17",24023909
"cg34738425_BC11","Obese_UP",0.0585096241781914,"Higher_methylation_in_Heavy","chr17",24919141
"cg34747256_BC11","Obese_UP",0.0618692950794574,"Higher_methylation_in_Heavy","chr17",25570179
"cg34769687_BC21","Obese_UP",0.0685340907812475,"Higher_methylation_in_Heavy","chr17",27133512
"cg34775266_BC11","Obese_UP",0.0604987889409964,"Higher_methylation_in_Heavy","chr17",27502903
"cg34789812_BC11","Obese_UP",0.0586134239009253,"Higher_methylation_in_Heavy","chr17",28345202
"cg34799465_BC11","Obese_UP",0.062585085758101,"Higher_methylation_in_Heavy","chr17",29021644
"cg34803989_TC11","Obese_UP",0.0521989619216439,"Higher_methylation_in_Heavy","chr17",29322374
"cg34817871_TC21","Obese_UP",0.0528940660671635,"Higher_methylation_in_Heavy","chr17",30343968
"cg34822339_TC21","Obese_UP",0.0829414563831128,"Higher_methylation_in_Heavy","chr17",30739467
"cg34838074_BC21","Obese_UP",0.0529398843464099,"Higher_methylation_in_Heavy","chr17",31912559
"cg34843747_BC11","Obese_UP",0.0552694477312701,"Higher_methylation_in_Heavy","chr17",32392621
"cg34863559_BC21","Obese_UP",0.0504557940597351,"Higher_methylation_in_Heavy","chr17",34309989
"cg34971587_TC21","Obese_UP",0.0569226193625285,"Higher_methylation_in_Heavy","chr17",46795566
"cg34987877_BC11","Obese_UP",0.0721545560204886,"Higher_methylation_in_Heavy","chr17",47877553
"cg34988368_TC11","Obese_UP",0.0698732457393489,"Higher_methylation_in_Heavy","chr17",47909650
"cg35025894_BC21","Obese_UP",0.0541201210583542,"Higher_methylation_in_Heavy","chr17",51875515
"cg35047346_TC21","Lean_UP",-0.066529285720495,"Higher_methylation_in_Light","chr17",55892788
"cg35050398_TC11","Obese_UP",0.0742466284750468,"Higher_methylation_in_Heavy","chr17",56124493
"cg35050429_TC11","Obese_UP",0.0612238520207854,"Higher_methylation_in_Heavy","chr17",56124822
"cg35053653_BC11","Obese_UP",0.0564543779572316,"Higher_methylation_in_Heavy","chr17",56324736
"cg35094722_BC11","Obese_UP",0.0615158969911118,"Higher_methylation_in_Heavy","chr17",62748498
"cg35099113_BC21","Obese_UP",0.0554117535922393,"Higher_methylation_in_Heavy","chr17",63138367
"cg35168547_BC11","Obese_UP",0.0510185680819151,"Higher_methylation_in_Heavy","chr17",70424716
"cg35186435_BC11","Obese_UP",0.0501400699476018,"Higher_methylation_in_Heavy","chr17",71976768
"cg35195149_TC21","Obese_UP",0.0524940995470467,"Higher_methylation_in_Heavy","chr17",72978326
"cg35264486_BC21","Obese_UP",0.05039137788708,"Higher_methylation_in_Heavy","chr17",81316621
"cg35286123_BC21","Obese_UP",0.056546221981578,"Higher_methylation_in_Heavy","chr17",83907007
"cg35286762_TC21","Obese_UP",0.0697775345721804,"Higher_methylation_in_Heavy","chr17",83957158
"cg35293726_TC21","Obese_UP",0.0528438895370908,"Higher_methylation_in_Heavy","chr17",84567191
"cg35297618_BC21","Lean_UP",-0.0650883401452985,"Higher_methylation_in_Light","chr17",84852487
"cg35316971_TC21","Obese_UP",0.0559684753002238,"Higher_methylation_in_Heavy","chr17",86407277
"cg35339737_TC21","Obese_UP",0.0735952134550425,"Higher_methylation_in_Heavy","chr17",88094487
"cg35412196_BC11","Obese_UP",0.0563830268034117,"Higher_methylation_in_Heavy","chr18",8693557
"cg35434716_TC21","Obese_UP",0.0655925461954412,"Higher_methylation_in_Heavy","chr18",12074212
"cg35445112_TC21","Lean_UP",-0.0619610214988786,"Higher_methylation_in_Light","chr18",13131543
"cg35508566_BC11","Obese_UP",0.0564906858852746,"Higher_methylation_in_Heavy","chr18",23651580
"cg35518322_TC21","Obese_UP",0.0709537603822284,"Higher_methylation_in_Heavy","chr18",24675713
"cg35593729_BC21","Lean_UP",-0.0528709713832971,"Higher_methylation_in_Light","chr18",35677642
"cg35607609_TC11","Lean_UP",-0.0839287444759297,"Higher_methylation_in_Light","chr18",36930303
"cg35608086_BC21","Lean_UP",-0.0502659526740277,"Higher_methylation_in_Light","chr18",36953872
"cg35608946_BC11","Lean_UP",-0.0735730132448584,"Higher_methylation_in_Light","chr18",36998420
"cg35609066_BC21","Lean_UP",-0.0592934417471068,"Higher_methylation_in_Light","chr18",37005158
"cg35609152_BC21","Lean_UP",-0.0534570180539679,"Higher_methylation_in_Light","chr18",37007247
"cg35611907_TC21","Lean_UP",-0.0512655193591322,"Higher_methylation_in_Light","chr18",37344920
"cg35613234_BC21","Lean_UP",-0.0747445169386751,"Higher_methylation_in_Light","chr18",37498233
"cg35615116_TC21","Lean_UP",-0.054715470192878,"Higher_methylation_in_Light","chr18",37690859
"cg35632205_TC21","Obese_UP",0.0598071556171244,"Higher_methylation_in_Heavy","chr18",39086321
"cg35650074_BC21","Obese_UP",0.0502803199518664,"Higher_methylation_in_Heavy","chr18",42054402
"cg35650075_BC21","Obese_UP",0.0536565183580305,"Higher_methylation_in_Heavy","chr18",42054420
"cg35672958_TC21","Obese_UP",0.0511582645479311,"Higher_methylation_in_Heavy","chr18",45064068
"cg35693822_TC11","Obese_UP",0.0582474885377422,"Higher_methylation_in_Heavy","chr18",47608812
"cg35703610_TC11","Obese_UP",0.05236180141072,"Higher_methylation_in_Heavy","chr18",49551712
"cg35719984_TC21","Obese_UP",0.0524070002173009,"Higher_methylation_in_Heavy","chr18",52373634
"cg35734573_BC11","Obese_UP",0.0577653486680363,"Higher_methylation_in_Heavy","chr18",53869219
"cg35739361_TC21","Obese_UP",0.0529164951387046,"Higher_methylation_in_Heavy","chr18",54481179
"cg35744437_TC21","Obese_UP",0.0575395377330257,"Higher_methylation_in_Heavy","chr18",55029012
"cg35791427_BC21","Obese_UP",0.053029195234149,"Higher_methylation_in_Heavy","chr18",60835143
"cg35808818_BC21","Lean_UP",-0.0551883707491225,"Higher_methylation_in_Light","chr18",62250512
"cg35834676_TC11","Obese_UP",0.0509119064410259,"Higher_methylation_in_Heavy","chr18",65028827
"cg35882847_BC21","Obese_UP",0.0552729133464761,"Higher_methylation_in_Heavy","chr18",69559903
"cg35943080_TC21","Lean_UP",-0.0604916960595725,"Higher_methylation_in_Light","chr18",76146740
"cg36012509_TC21","Obese_UP",0.0598913364287349,"Higher_methylation_in_Heavy","chr18",82751694
"cg36020128_BC21","Lean_UP",-0.051414573651633,"Higher_methylation_in_Light","chr18",83325744
"cg36034385_TC21","Lean_UP",-0.058341160661964,"Higher_methylation_in_Light","chr18",84659857
"cg36088224_TC21","Lean_UP",-0.0630856062924776,"Higher_methylation_in_Light","chr19",5132840
"cg36114754_TC11","Obese_UP",0.0565589644537674,"Higher_methylation_in_Heavy","chr19",6926095
"cg36119113_BC21","Obese_UP",0.0613650336776214,"Higher_methylation_in_Heavy","chr19",7175847
"cg36119953_TC11","Obese_UP",0.0653474618848945,"Higher_methylation_in_Heavy","chr19",7236492
"cg36131886_BC11","Obese_UP",0.0632097994770036,"Higher_methylation_in_Heavy","chr19",8771321
"cg36183335_TC21","Obese_UP",0.0526912683233129,"Higher_methylation_in_Heavy","chr19",15947399
"cg36214328_TO11","Lean_UP",-0.0533839110141513,"Higher_methylation_in_Light","chr19",20391680
"cg36240950_BC21","Obese_UP",0.0518474841575337,"Higher_methylation_in_Heavy","chr19",23797902
"cg36241762_TC21","Obese_UP",0.0597592177805513,"Higher_methylation_in_Heavy","chr19",23872723
"cg36272809_BC21","Obese_UP",0.0729767455119809,"Higher_methylation_in_Heavy","chr19",26885959
"cg36327905_TC21","Obese_UP",0.0540874197274616,"Higher_methylation_in_Heavy","chr19",33066650
"cg36329163_BC21","Obese_UP",0.059715541541036,"Higher_methylation_in_Heavy","chr19",33238752
"cg36334824_TC21","Lean_UP",-0.058404342752561,"Higher_methylation_in_Light","chr19",34284569
"cg36349641_BC21","Lean_UP",-0.0708510362059939,"Higher_methylation_in_Light","chr19",36410796
"cg36362529_TC11","Obese_UP",0.0518893540970356,"Higher_methylation_in_Heavy","chr19",37687402
"cg36370171_BC11","Obese_UP",0.0546337226735226,"Higher_methylation_in_Heavy","chr19",38397949
"cg36401495_TC21","Obese_UP",0.050260045302235,"Higher_methylation_in_Heavy","chr19",41838139
"cg36420118_TC21","Obese_UP",0.0583028844029025,"Higher_methylation_in_Heavy","chr19",43528410
"cg36420692_BC11","Obese_UP",0.0593549738191835,"Higher_methylation_in_Heavy","chr19",43573369
"cg36441860_BC21","Obese_UP",0.0520138308324228,"Higher_methylation_in_Heavy","chr19",45067445
"cg36452188_TC21","Obese_UP",0.0534485345002894,"Higher_methylation_in_Heavy","chr19",45797056
"cg36461677_BC21","Obese_UP",0.051110277461687,"Higher_methylation_in_Heavy","chr19",46526162
"cg36471460_BC21","Obese_UP",0.055953364718382,"Higher_methylation_in_Heavy","chr19",47222481
"cg36528034_TC21","Lean_UP",-0.057722470284082,"Higher_methylation_in_Light","chr19",54044237
"cg36539766_BC21","Obese_UP",0.0507996367965489,"Higher_methylation_in_Heavy","chr19",55382013
"cg36563527_BC21","Obese_UP",0.053682100809373,"Higher_methylation_in_Heavy","chr19",57134366
"cg36570721_BC21","Obese_UP",0.0568892069464887,"Higher_methylation_in_Heavy","chr19",57657505
"cg36574299_BC21","Obese_UP",0.0659062807916825,"Higher_methylation_in_Heavy","chr19",57987789
"cg36575125_BC21","Obese_UP",0.0502024827904156,"Higher_methylation_in_Heavy","chr19",58063553
"cg36595472_TC21","Obese_UP",0.070746791654571,"Higher_methylation_in_Heavy","chr19",60151758
"cg36599365_BC21","Obese_UP",0.0634333398500655,"Higher_methylation_in_Heavy","chr19",60791661
"cg36602031_TC21","Lean_UP",-0.0548632011813458,"Higher_methylation_in_Light","chr19",61228380
"cg36638958_BC21","Obese_UP",0.0587888525200371,"Higher_methylation_in_Heavy","chr1",9807064
"cg36686796_BC11","Obese_UP",0.0585217876906968,"Higher_methylation_in_Heavy","chr1",17145162
"cg36783270_TC21","Obese_UP",0.0526242681849892,"Higher_methylation_in_Heavy","chr1",34134484
"cg36815469_TC21","Obese_UP",0.0646982221237964,"Higher_methylation_in_Heavy","chr1",37214632
"cg36825284_TC11","Obese_UP",0.0583041854047375,"Higher_methylation_in_Heavy","chr1",38132110
"cg36841526_TC11","Obese_UP",0.0524586145252152,"Higher_methylation_in_Heavy","chr1",39534976
"cg36849951_BC11","Obese_UP",0.066586477963688,"Higher_methylation_in_Heavy","chr1",40269288
"cg36852770_BC21","Obese_UP",0.0529042429242874,"Higher_methylation_in_Heavy","chr1",40602792
"cg36863705_TC11","Obese_UP",0.0503274270110144,"Higher_methylation_in_Heavy","chr1",42131649
"cg36866485_BC11","Obese_UP",0.0620923952293072,"Higher_methylation_in_Heavy","chr1",42491585
"cg36876296_TC21","Obese_UP",0.0512324348759744,"Higher_methylation_in_Heavy","chr1",43532436
"cg36881016_TC11","Obese_UP",0.0620296713029747,"Higher_methylation_in_Heavy","chr1",44198747
"cg36887043_BC21","Obese_UP",0.0660177038987213,"Higher_methylation_in_Heavy","chr1",45520806
"cg36924398_TC21","Obese_UP",0.0506252375987173,"Higher_methylation_in_Heavy","chr1",52523048
"cg36977694_TC11","Obese_UP",0.0529497491149197,"Higher_methylation_in_Heavy","chr1",59483765
"cg36977721_BC21","Obese_UP",0.0681877195838569,"Higher_methylation_in_Heavy","chr1",59484243
"cg36977737_TC11","Obese_UP",0.0650385886932,"Higher_methylation_in_Heavy","chr1",59484454
"cg36977745_TC11","Obese_UP",0.0604117189573367,"Higher_methylation_in_Heavy","chr1",59484628
"cg36980916_TC21","Obese_UP",0.0547524262845374,"Higher_methylation_in_Heavy","chr1",59842941
"cg36985299_BC21","Lean_UP",-0.0632725586721184,"Higher_methylation_in_Light","chr1",60417113
"cg36985392_BC21","Obese_UP",0.0620038265324205,"Higher_methylation_in_Heavy","chr1",60438502
"cg37001273_BC21","Obese_UP",0.0558829953326448,"Higher_methylation_in_Heavy","chr1",62752309
"cg37074359_BC21","Obese_UP",0.0504039932536885,"Higher_methylation_in_Heavy","chr1",72946816
"cg37078204_BC21","Obese_UP",0.0617501573123051,"Higher_methylation_in_Heavy","chr1",73512060
"cg37097771_TC11","Obese_UP",0.0700427527588341,"Higher_methylation_in_Heavy","chr1",75360388
"cg37100346_BC11","Obese_UP",0.0596799144286294,"Higher_methylation_in_Heavy","chr1",75486773
"cg37138909_BC21","Obese_UP",0.0530987619552794,"Higher_methylation_in_Heavy","chr1",80530253
"cg37155163_BC21","Lean_UP",-0.0583589382523456,"Higher_methylation_in_Light","chr1",83060557
"cg37155164_TC21","Lean_UP",-0.0585863279329323,"Higher_methylation_in_Light","chr1",83060714
"cg37195538_BC11","Obese_UP",0.057129732945102,"Higher_methylation_in_Heavy","chr1",88277678
"cg37199173_TC11","Obese_UP",0.0648145701299258,"Higher_methylation_in_Heavy","chr1",88679073
"cg37203575_TC21","Obese_UP",0.0528119189810042,"Higher_methylation_in_Heavy","chr1",89105134
"cg37207609_TC21","Obese_UP",0.0557413624988273,"Higher_methylation_in_Heavy","chr1",89498373
"cg37208140_BC11","Obese_UP",0.0501637328851463,"Higher_methylation_in_Heavy","chr1",89542589
"cg37210083_TC11","Obese_UP",0.0633600258285895,"Higher_methylation_in_Heavy","chr1",89671663
"cg37210463_TC21","Obese_UP",0.063113899840847,"Higher_methylation_in_Heavy","chr1",89700488
"cg37212488_BC11","Obese_UP",0.0840665054470624,"Higher_methylation_in_Heavy","chr1",89849406
"cg37213618_BC11","Obese_UP",0.055992030928187,"Higher_methylation_in_Heavy","chr1",89928837
"cg37220083_TC21","Obese_UP",0.0513369165761135,"Higher_methylation_in_Heavy","chr1",90489089
"cg37277441_TC21","Obese_UP",0.0538891692950265,"Higher_methylation_in_Heavy","chr1",98072147
"cg37305687_BC11","Obese_UP",0.0573421700870085,"Higher_methylation_in_Heavy","chr1",104994394
"cg37306105_TC21","Obese_UP",0.0646533348892093,"Higher_methylation_in_Heavy","chr1",105089147
"cg37314236_TC21","Obese_UP",0.0544273736639924,"Higher_methylation_in_Heavy","chr1",106204734
"cg37314237_TC21","Obese_UP",0.0622779971427057,"Higher_methylation_in_Heavy","chr1",106204750
"cg37323996_TC21","Obese_UP",0.0521748255297122,"Higher_methylation_in_Heavy","chr1",107962702
"cg37366891_TC21","Obese_UP",0.0501953611777717,"Higher_methylation_in_Heavy","chr1",118419357
"cg37372456_BC11","Obese_UP",0.0518140892018911,"Higher_methylation_in_Heavy","chr1",119005091
"cg37398921_BC21","Obese_UP",0.0516195431446289,"Higher_methylation_in_Heavy","chr1",121970471
"cg37410666_BC21","Obese_UP",0.0607790072625363,"Higher_methylation_in_Heavy","chr1",124845955
"cg37412339_TC21","Obese_UP",0.0658903436661776,"Higher_methylation_in_Heavy","chr1",125196855
"cg37450609_BC21","Obese_UP",0.0803851036577863,"Higher_methylation_in_Heavy","chr1",130641661
"cg37456185_BC11","Obese_UP",0.0528081356766588,"Higher_methylation_in_Heavy","chr1",131200084
"cg37456186_BC11","Obese_UP",0.0533633432986986,"Higher_methylation_in_Heavy","chr1",131200127
"cg37468663_TC21","Lean_UP",-0.0529083631143031,"Higher_methylation_in_Light","chr1",132419522
"cg37476989_BC21","Obese_UP",0.0756219247263157,"Higher_methylation_in_Heavy","chr1",133131116
"cg37477058_TC11","Obese_UP",0.0561062520006447,"Higher_methylation_in_Heavy","chr1",133131690
"cg37485318_BC21","Obese_UP",0.0566212280388189,"Higher_methylation_in_Heavy","chr1",133817690
"cg37485492_TC21","Obese_UP",0.0756129475775854,"Higher_methylation_in_Heavy","chr1",133835498
"cg37489613_BC21","Obese_UP",0.0618772871472064,"Higher_methylation_in_Heavy","chr1",134179095
"cg37496622_BC21","Obese_UP",0.0616491383790534,"Higher_methylation_in_Heavy","chr1",134753117
"cg37499801_BC11","Obese_UP",0.0528766191459025,"Higher_methylation_in_Heavy","chr1",135085390
"cg37511748_TC11","Obese_UP",0.0520297395239626,"Higher_methylation_in_Heavy","chr1",136028803
"cg37534056_BC21","Obese_UP",0.0579848289780619,"Higher_methylation_in_Heavy","chr1",138500307
"cg37539320_BC21","Obese_UP",0.0650270009542781,"Higher_methylation_in_Heavy","chr1",139101972
"cg37597012_BC21","Obese_UP",0.0520393496929653,"Higher_methylation_in_Heavy","chr1",151107522
"cg37614733_BC21","Obese_UP",0.0550899196049219,"Higher_methylation_in_Heavy","chr1",152807349
"cg37616152_BC21","Obese_UP",0.0582283171367226,"Higher_methylation_in_Heavy","chr1",152950239
"cg37656389_BC21","Obese_UP",0.050451209716221,"Higher_methylation_in_Heavy","chr1",157036775
"cg37660352_BC21","Obese_UP",0.0521862844389842,"Higher_methylation_in_Heavy","chr1",157537547
"cg37699184_BC21","Obese_UP",0.0525599128611918,"Higher_methylation_in_Heavy","chr1",162983565
"cg37699663_BC21","Obese_UP",0.0598933145774231,"Higher_methylation_in_Heavy","chr1",163084493
"cg37708616_TC11","Obese_UP",0.0509002768821088,"Higher_methylation_in_Heavy","chr1",164253345
"cg37716704_TC21","Obese_UP",0.051240766379661,"Higher_methylation_in_Heavy","chr1",165154670
"cg37726976_BC21","Obese_UP",0.0509337901224891,"Higher_methylation_in_Heavy","chr1",166139350
"cg37777811_BC11","Obese_UP",0.0883460201254833,"Higher_methylation_in_Heavy","chr1",171490834
"cg37777975_BC21","Obese_UP",0.0598465262459973,"Higher_methylation_in_Heavy","chr1",171503567
"cg37783708_TC11","Obese_UP",0.0525348396920921,"Higher_methylation_in_Heavy","chr1",172144988
"cg37797508_BC21","Obese_UP",0.0505968581058236,"Higher_methylation_in_Heavy","chr1",173983476
"cg37870041_BC21","Obese_UP",0.0509899381251944,"Higher_methylation_in_Heavy","chr1",182098476
"cg37896456_BC21","Obese_UP",0.063697486200846,"Higher_methylation_in_Heavy","chr1",184727604
"cg37896463_TC21","Obese_UP",0.0602158161680434,"Higher_methylation_in_Heavy","chr1",184727737
"cg37912268_BC21","Obese_UP",0.0509793267382961,"Higher_methylation_in_Heavy","chr1",186256008
"cg37946834_BC21","Obese_UP",0.0503497089710774,"Higher_methylation_in_Heavy","chr1",189777313
"cg37952448_TC11","Obese_UP",0.0632382929059999,"Higher_methylation_in_Heavy","chr1",190173000
"cg37970891_BC11","Obese_UP",0.0708084736523703,"Higher_methylation_in_Heavy","chr1",191719231
"cg38015491_BC21","Obese_UP",0.055465272137611,"Higher_methylation_in_Heavy","chr2",5190465
"cg38015534_TC21","Obese_UP",0.0528470237408712,"Higher_methylation_in_Heavy","chr2",5195593
"cg38043074_BC21","Lean_UP",-0.0639698564506057,"Higher_methylation_in_Light","chr2",9042644
"cg38043346_TC21","Obese_UP",0.0526748146296164,"Higher_methylation_in_Heavy","chr2",9104014
"cg38082357_BC21","Obese_UP",0.0550087961742832,"Higher_methylation_in_Heavy","chr2",14104227
"cg38099770_TC21","Obese_UP",0.0564721993026127,"Higher_methylation_in_Heavy","chr2",17639328
"cg38136680_TC21","Obese_UP",0.0514608198355954,"Higher_methylation_in_Heavy","chr2",22935589
"cg38138733_TC21","Lean_UP",-0.0711325512450968,"Higher_methylation_in_Light","chr2",23233887
"cg38150914_TC21","Obese_UP",0.0500577115707501,"Higher_methylation_in_Heavy","chr2",25094949
"cg38150921_BC21","Obese_UP",0.0501143946718538,"Higher_methylation_in_Heavy","chr2",25095141
"cg38159262_TC21","Obese_UP",0.0607272204803769,"Higher_methylation_in_Heavy","chr2",25679353
"cg38202575_TC21","Obese_UP",0.0572077705840512,"Higher_methylation_in_Heavy","chr2",29457072
"cg38217912_BC21","Obese_UP",0.0509667144835719,"Higher_methylation_in_Heavy","chr2",30606994
"cg38220939_TC21","Obese_UP",0.0566106098865531,"Higher_methylation_in_Heavy","chr2",30815900
"cg38242935_TC11","Obese_UP",0.0543977086067776,"Higher_methylation_in_Heavy","chr2",32353497
"cg38248879_BC11","Obese_UP",0.0537990388271302,"Higher_methylation_in_Heavy","chr2",32740901
